Description,Selection,Bet Id,Bet type,Matched amount,Loss rec. amount,Avg. price matched,Status,P/L,Strategy,Short description,Tipster,Placed date,Matched date,Settled date,Settle as win
17:35 Adelaide United v Wellington Phoenix\Over/Under 0.5 Goals\Over 0.5 Goals,Over 0.5 Goals,639083781672698701,BACK,Åí400.00,Åí0.00,1.03,MATCHED,Åí0.00,MV13.07 ?40 ÅgLTD9Åh Back 0.5FT 1-90m +1.80,,,2026-03-06 16:20:34,2026-03-06 16:20:34,0001-01-01 00:00:00,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Match Odds\The Draw,The Draw,639084019230462710,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Half Time\Ilirija Extra-Lux,Ilirija Extra-Lux,639084019230462715,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:49:53,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462718,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Match Odds\JS Bordj Menaiel,JS Bordj Menaiel,639084019230462709,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Half Time\The Draw,The Draw,639084019230462708,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:49:53,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462714,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Half Time\IB Khemis El Khechna,IB Khemis El Khechna,639084019230462713,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:53,
23:00 Ilirija Extra-Lux v Jesenice\Half Time\Jesenice,Jesenice,639084019230462719,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:49:53,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Match Odds\IB Khemis El Khechna,IB Khemis El Khechna,639084019230462707,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462717,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Half Time\JS Bordj Menaiel,JS Bordj Menaiel,639084019230462716,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:53,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Half Time\The Draw,The Draw,639084019230462711,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:53,
23:00 IB Khemis El Khechna v JS Bordj Menaiel\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462712,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Match Odds\Jamshedpur FC,Jamshedpur FC,639084019230462720,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Match Odds\Jesenice,Jesenice,639084019230462727,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462732,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Match Odds\Ilirija Extra-Lux,Ilirija Extra-Lux,639084019230462726,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Match Odds\The Draw,The Draw,639084019230462722,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Half Time\The Draw,The Draw,639084019230462725,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:58,
23:00 Ilirija Extra-Lux v Jesenice\Match Odds\The Draw,The Draw,639084019230462728,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Half Time\Jamshedpur FC,Jamshedpur FC,639084019230462724,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:58,
23:00 Jamshedpur FC v Inter Kashi\Match Odds\Inter Kashi,Inter Kashi,639084019230462721,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462730,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Ilirija Extra-Lux v Jesenice\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462729,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Half Time\Inter Kashi,Inter Kashi,639084019230462723,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,2026-03-06 23:50:58,
23:00 Ilirija Extra-Lux v Jesenice\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462731,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:52:59,2026-03-06 22:52:59,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462744,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Half Time\JSD Jijel,JSD Jijel,639084019230462738,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,2026-03-06 23:49:27,
23:00 Jamshedpur FC v Inter Kashi\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462743,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462741,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Match Odds\JSD Jijel,JSD Jijel,639084019230462733,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462737,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462736,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Match Odds\The Draw,The Draw,639084019230462735,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Match Odds\MO Bejaia,MO Bejaia,639084019230462734,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 Jamshedpur FC v Inter Kashi\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462742,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:00,2026-03-06 22:53:00,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Half Time\MO Bejaia,MO Bejaia,639084019230462739,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,2026-03-06 23:49:27,
23:00 JSD Jijel v Mo Bejaia\Half Time\The Draw,The Draw,639084019230462740,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:00,2026-03-06 22:53:00,2026-03-06 23:49:27,
23:00 Kelantan United v Terengganu\Half Time\Kelantan United,Kelantan United,639084019230462750,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,2026-03-06 23:49:42,
23:00 JSD Jijel v Mo Bejaia\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462749,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462753,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462756,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 JSD Jijel v Mo Bejaia\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462745,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Half Time\The Draw,The Draw,639084019230462752,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,2026-03-06 23:49:42,
23:00 Kelantan United v Terengganu\Match Odds\Terengganu,Terengganu,639084019230462748,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Match Odds\The Draw,The Draw,639084019230462747,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462754,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Match Odds\Kelantan United,Kelantan United,639084019230462746,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 Kelantan United v Terengganu\Half Time\Terengganu,Terengganu,639084019230462751,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,2026-03-06 23:49:42,
23:00 Kelantan United v Terengganu\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462755,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:01,2026-03-06 22:53:01,0001-01-01 00:00:00,
23:00 LKS Lodz II v Podbeskidzie B-B\Match Odds\LKS Lodz II,LKS Lodz II,639084019230462757,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,0001-01-01 00:00:00,
23:00 LKS Lodz II v Podbeskidzie B-B\Match Odds\The Draw,The Draw,639084019230462759,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,0001-01-01 00:00:00,
23:00 LKS Lodz II v Podbeskidzie B-B\Match Odds\Podbeskidzie B-B,Podbeskidzie B-B,639084019230462758,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,0001-01-01 00:00:00,
23:00 LKS Lodz II v Podbeskidzie B-B\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462764,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:13:13,
23:00 LKS Lodz II v Podbeskidzie B-B\Half Time\The Draw,The Draw,639084019230462762,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:47:32,
23:00 Millwall U21 v Brentford U21\Half Time\Brentford U21,Brentford U21,639084019230462768,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:50:11,
23:00 LKS Lodz II v Podbeskidzie B-B\Half Time\Podbeskidzie B-B,Podbeskidzie B-B,639084019230462761,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:47:32,
23:00 LKS Lodz II v Podbeskidzie B-B\Half Time\LKS Lodz II,LKS Lodz II,639084019230462760,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:47:32,
23:00 LKS Lodz II v Podbeskidzie B-B\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462765,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-07 00:10:02,
23:00 LKS Lodz II v Podbeskidzie B-B\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462763,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:13:13,
23:00 LKS Lodz II v Podbeskidzie B-B\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462766,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-07 00:10:02,
23:00 Millwall U21 v Brentford U21\Half Time\The Draw,The Draw,639084019230462769,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:50:11,
23:00 Millwall U21 v Brentford U21\Half Time\Millwall U21,Millwall U21,639084019230462767,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:02,2026-03-06 22:53:02,2026-03-06 23:50:11,
23:00 MO Constantine v AS Khroub\Match Odds\The Draw,The Draw,639084019230462772,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Match Odds\AS Khroub,AS Khroub,639084019230462771,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Half Time\AS Khroub,AS Khroub,639084019230462773,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,2026-03-06 23:50:50,
23:00 MO Constantine v AS Khroub\Half Time\MO Constantine,MO Constantine,639084019230462775,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,2026-03-06 23:50:50,
23:00 Millwall U21 v Brentford U21\Match Odds\Millwall U21,Millwall U21,639084019230462776,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 Millwall U21 v Brentford U21\Over/Under 1.5 Goals\Under 1.5 Goals,Under 1.5 Goals,639084019230462778,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,2026-03-06 23:22:39,
23:00 Millwall U21 v Brentford U21\Match Odds\The Draw,The Draw,639084019230462777,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Half Time\The Draw,The Draw,639084019230462774,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,2026-03-06 23:50:50,
23:00 Millwall U21 v Brentford U21\Over/Under 3.5 Goals\Over 3.5 Goals,Over 3.5 Goals,639084019230462781,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Match Odds\MO Constantine,MO Constantine,639084019230462770,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 Millwall U21 v Brentford U21\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462779,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,2026-03-06 23:22:39,
23:00 Millwall U21 v Brentford U21\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462780,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 Millwall U21 v Brentford U21\Match Odds\Brentford U21,Brentford U21,639084019230462782,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,,,2026-03-06 22:53:03,2026-03-06 22:53:03,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Over/Under 3.5 Goals\Under 3.5 Goals,Under 3.5 Goals,639084019230462793,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 Opatija v Hrvace\Match Odds\Hrvace,Hrvace,639084019230462784,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
23:00 MO Constantine v AS Khroub\Over/Under 1.5 Goals\Over 1.5 Goals,Over 1.5 Goals,639084019230462791,BACK,Åí0.00,Åí0.00,0,CANCELLED,Åí0.00,MV13.00 LTD9 trigger bot (any selection on any market for that event is ok) host bets,Score at time of bet: 0 - 0,,2026-03-06 22:53:04,2026-03-06 22:53:04,0001-01-01 00:00:00,
